paper_id,title,preprint_date,question,question_type
1961683,Lattice Constraints on the QCD Chiral Phase Transition at Finite Temperature and Baryon Density,2021-11-05,What is the current lower bound for the critical point of QCD in terms of baryon chemical potential ($\mu_B$) and temperature (T)?,factual
2817210,Modified TRENTo model initial condition and its impact on collective flows and global polarization in <math><mrow><mi>Cu</mi><mo>+</mo><mi>Au</mi></mrow></math> collisions,2024-08-11,"How does the modified TRENTo model, extended to 3D, influence the directed flow ($v_1$) and elliptic flow ($v_2$) coefficients, and the global polarization of $\Lambda$ and $\bar{\Lambda}$ hyperons in asymmetric $\text{Cu}+\text{Au}$ collisions?",conceptual
2922800,Unified nonparametric equation-of-state inference from the neutron-star crust to perturbative-QCD densities,2025-05-19,"How does the ""pQCD likelihood"" approach for inferring the equation of state differ from the ""unified"" description in terms of handling density-dependent constraints and model flexibility?",conceptual
2859380,The determination of potential scales in 2+1 flavor QCD,2024-12-13,"What are the values of the hadronic scales $r_0$ and $r_1$, and their ratio $r_0/r_1$, determined in the CLS ensembles for 2+1 flavor QCD, and what is the determined value of $r_0$ at the physical point?",factual
2696605,Entropy current and entropy production in relativistic spin hydrodynamics,2023-09-11,"What is the relationship between the entropy current and entropy-gauge transformations in relativistic spin hydrodynamics, and how does the entropy production rate behave under these transformations?",conceptual
2680338,Linearly stable and causal relativistic first-order spin hydrodynamics,2023-07-25,"Under what conditions are the linearized equations of motion for relativistic first-order spin hydrodynamics, derived from kinetic theory, found to be causal and stable in any Lorentz frame?",factual
2944824,Ab initio lattice study of neutron–alpha scattering with chiral forces at N3LO,2025-07-11,"What specific channels in neutron-alpha scattering show excellent agreement with empirical R-matrix phase shifts according to the ab initio lattice calculation using N3LO chiral interactions, and which channel exhibits persistent discrepancies above 5 MeV?",factual
2931674,Real-time Estimators for Scattering Observables: A full account of finite volume errors for quantum simulation,2025-06-06,"What method is proposed for directly probing real-time correlators of quantum field theories, and to which scattering observables is it universally applicable?",factual
2738537,Nonperturbative study of quantum many-body correlation effects in neutron stars: Equation of state,2023-12-19,"What is the approach used in this study to incorporate many-body effects into the equation of state for neutron stars, and which specific model is employed?",factual
2829503,Iso-scalar liquid drop model fitting experimental binding energies within the macro-micro approach*,2024-09-17,What specific energy terms are included in the new liquid drop model described in the abstract?,factual
2667996,Complex valence-space effective operators for observables: The Gamow-Teller transition,2023-06-11,"How does the continuum coupling and the $s_{1/2}$ continuum specifically influence the $\beta$-decay isospin asymmetry between $^{22}$Si and $^{22}$O, and the Thomas-Ehrman shift between their mirror daughters $^{22}$Al and $^{22}$F?",conceptual
2031417,Resummed lattice QCD equation of state at finite baryon density: Strangeness neutrality and beyond,2022-02-11,What is the maximum value of \(\mu_B/T\) investigated on the strangeness neutral line \(\langle S \rangle = 0\) within the temperature range of \(130 \text{ MeV} \leq T \leq 280 \text{ MeV}\)?,factual
2147051,On the influence of Maxwell-Chern-Simons electrodynamics in nuclear fusion involving electronic and muonic molecules,2022-08-27,"According to the abstract, does the Maxwell-Chern-Simons electrodynamics positively influence nuclear fusion rates for muonic molecules, and what is the surprising finding regarding electronic molecules?",summary
2969329,Effective Mass in Quantum Hadrodynamics-I and its Impact on the Equation of State of Neutron Matter,2025-09-12,How does the effective nucleon mass ($M^*$) in Quantum Hadrodynamics-I (QHD-I) connect microscopic scalar meson interactions to macroscopic properties of dense nuclear matter?,conceptual
2743054,Shell-model representations of the microscopic version of the Bohr–Mottelson collective model,2024-01-03,"What is the relationship between the SU$_{pn}$(3) basis states of the Sp(12, R) representations and the Pauli exclusion principle within the context of the Bohr-Mottelson collective model?",conceptual
2135961,Relativistic correction to the dissociation temperature of B $_{c}$ mesons in a hot medium*,2022-08-14,"How does the dissociation temperature ($T_{D}$) of B$_{c}$ mesons in a hot medium compare when calculated using two-body Dirac equations versus the Schrödinger equation, and what factors contribute to the observed shift?",factual
2774543,"Significance of the refraction effect on the <math><mrow><mi>p</mi><mtext>-</mtext><mi>d</mi></mrow></math> elementary process in the (<math><mrow><mi>p</mi><mo>,</mo><mi>p</mi><mi>d</mi></mrow></math>) reaction",2024-04-05,How does the deuteron refraction effect influence the energy sharing distribution in the <math><mrow><mmultiscripts><mi mathvariant=,factual
1819269,SWANLOP : Scattering waves off nonlocal optical potentials in the presence of Coulomb interactions,2020-09-25,"What type of equation is solved by the SWANLOP package to obtain scattering wavefunctions, and how is the Coulomb force treated exactly?",factual
2663231,Studying the impact of virtuality-dependent nucleon structure modification on spectator-tagged deep inelastic scattering,2023-05-28,"How does the Generalized Contact Formalism combined with the light-cone convolution formalism allow for the calculation of a spectator-tagged structure function, and what impact does the virtuality-dependence of nucleon structure modification have on these calculations for Helium-4?",conceptual
2741288,Antistatic-antistatic-light-light potentials from lattice QCD,2023-12-28,What types of quark configurations are considered in this study for calculating tetraquark potentials?,factual
2745645,Quadrupole dynamics of carbon isotopes and <math><mmultiscripts><mi>Be</mi><mprescripts/><none/><mn>10</mn></mmultiscripts></math>,2024-01-11,"What is the significance of electric quadrupole (E2) moments and transitions in understanding nuclear structure, and what challenge do they present for the ab initio no-core shell model approach?",conceptual
1968663,Accurate Relativistic Chiral Nucleon-Nucleon Interaction up to Next-to-Next-to-Leading Order,2021-11-15,"To what laboratory beam kinetic energy ($T_{\text{lab}}$) can the relativistic chiral nucleon-nucleon interaction constructed up to the next-to-next-to-leading order describe np phase shifts with a $\chi^2/\text{d.o.f.}$ less than 1, and how does its performance compare to the next-to-leading-order results at higher energies?",factual
2871491,Light clusters as a possible source of crustal impurities: A quasi-particle approach,2025-01-21,"According to the quasi-particle approach used in the study, what is the impurity factor associated with light clusters in the neutron star crust, and is it significant for transport calculations?",factual
1814593,Real-time measurements of solar $pp$ neutrinos using $^{131}$Xe,2020-09-02,"What are the updated capture-rate estimates for $pp$ neutrinos and all solar neutrinos on $^{131}$Xe, taking into account neutrino survival probabilities?",factual
2875203,Entanglement entropy by tensor renormalization group approach,2025-02-04,"What is the calculated central charge $c$ for the quantum Ising model using the HOTRG method, and how does it compare to the theoretical value?",factual
3081685,$α$-decay half-lives and $α$-cluster preformation factors of nuclei around $N=Z$ line,2025-11-11,"What is the primary interaction considered for calculating alpha-decay half-lives in nuclei near the $N=Z$ line in this study, and how is the alpha-nucleus potential constructed?",factual
